bug: apr_pstrmemdup in ap_process_fnmatch_configs, pair: (ap_mpm_query, apr_pstrmemdup), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_getword_nulls, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_parse_form_data, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_getword_white, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_make_dirstr_parent, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: ap_create_request_config in ap_add_cgi_vars, pair: (ap_create_request_config, ap_escape_errorlog_item), support: 11, confidence: 91.67%
bug: ap_run_quick_handler in op_url_subr, pair: (ap_run_quick_handler, apr_brigade_cleanup), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_add_cgi_vars, pair: (ap_run_quick_handler, apr_brigade_cleanup), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_sub_req_lookup_uri, pair: (ap_run_quick_handler, apr_brigade_cleanup), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_run_sub_req, pair: (ap_run_quick_handler, apr_brigade_cleanup), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_sub_req_method_uri, pair: (ap_run_quick_handler, apr_brigade_cleanup), support: 10, confidence: 66.67%
bug: apr_array_cat in default_handler, pair: (ap_log_rerror_, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_array_cat in ap_send_http_options, pair: (ap_log_rerror_, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_array_cat in make_allow, pair: (ap_log_rerror_, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_array_cat in ap_send_error_response, pair: (ap_log_rerror_, apr_array_cat), support: 8, confidence: 66.67%
bug: ap_run_quick_handler in ap_http_header_filter, pair: (ap_run_quick_handler, apr_pool_destroy), support: 12, confidence: 80.00%
bug: ap_run_quick_handler in ap_read_request, pair: (ap_run_quick_handler, apr_pool_destroy), support: 12, confidence: 80.00%
bug: ap_run_quick_handler in ap_run_sub_req, pair: (ap_run_quick_handler, apr_pool_destroy), support: 12, confidence: 80.00%
bug: apr_allocator_alloc in ap_varbuf_cfg_getline, pair: (apr_allocator_alloc, apr_pstrmemdup), support: 11, confidence: 68.75%
bug: apr_allocator_alloc in ap_varbuf_strmemcat, pair: (apr_allocator_alloc, apr_pstrmemdup), support: 11, confidence: 68.75%
bug: apr_allocator_alloc in ap_soak_end_container, pair: (apr_allocator_alloc, apr_pstrmemdup), support: 11, confidence: 68.75%
bug: apr_allocator_alloc in ap_varbuf_init, pair: (apr_allocator_alloc, apr_pstrmemdup), support: 11, confidence: 68.75%
bug: apr_allocator_alloc in ap_varbuf_grow, pair: (apr_allocator_alloc, apr_pstrmemdup), support: 11, confidence: 68.75%
bug: ap_log_rerror_ in op_url_subr, pair: (ap_log_rerror_, apr_array_make), support: 17, confidence: 77.27%
bug: ap_log_rerror_ in core_override_type, pair: (ap_log_rerror_, apr_array_make), support: 17, confidence: 77.27%
bug: ap_log_rerror_ in ap_response_code_string, pair: (ap_log_rerror_, apr_array_make), support: 17, confidence: 77.27%
bug: ap_log_rerror_ in ap_add_cgi_vars, pair: (ap_log_rerror_, apr_array_make), support: 17, confidence: 77.27%
bug: ap_log_rerror_ in ap_process_request, pair: (ap_log_rerror_, apr_array_make), support: 17, confidence: 77.27%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (ap_find_module_short_name, apr_atomic_cas32), support: 8, confidence: 88.89%
bug: apr_table_copy in make_sub_request, pair: (apr_table_copy, strlen), support: 5, confidence: 71.43%
bug: apr_table_copy in ap_set_sub_req_protocol, pair: (apr_table_copy, strlen), support: 5, confidence: 71.43%
bug: calloc in core_optional_fn_retrieve, pair: (apr_cpystrn, calloc), support: 6, confidence: 66.67%
bug: calloc in ap_setup_prelinked_modules, pair: (apr_cpystrn, calloc), support: 6, confidence: 66.67%
bug: calloc in ap_calloc, pair: (apr_cpystrn, calloc), support: 6, confidence: 66.67%
bug: ap_get_useragent_host in listener_thread, pair: (ap_get_useragent_host, apr_brigade_create), support: 4, confidence: 80.00%
bug: ap_index_of_response in ap_http_header_filter, pair: (ap_get_brigade, ap_index_of_response), support: 9, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_get_brigade, ap_index_of_response), support: 9, confidence: 75.00%
bug: ap_index_of_response in set_error_document, pair: (ap_get_brigade, ap_index_of_response), support: 9, confidence: 75.00%
bug: apr_shm_size_get in ap_reopen_scoreboard, pair: (apr_file_close, apr_shm_size_get), support: 3, confidence: 75.00%
bug: __ctype_toupper_loc in toupper_func, pair: (__ctype_b_loc, __ctype_toupper_loc), support: 11, confidence: 78.57%
bug: __ctype_toupper_loc in ap_str_toupper, pair: (__ctype_b_loc, __ctype_toupper_loc), support: 11, confidence: 78.57%
bug: __ctype_toupper_loc in ap_regname, pair: (__ctype_b_loc, __ctype_toupper_loc), support: 11, confidence: 78.57%
bug: decl_die in ap_add_cgi_vars, pair: (apr_time_now, decl_die), support: 11, confidence: 91.67%
bug: ap_unescape_url in ap_add_cgi_vars, pair: (ap_mpm_query, ap_unescape_url), support: 11, confidence: 91.67%
bug: apr_table_overlay in ap_cookie_read, pair: (apr_table_overlay, apr_table_set), support: 8, confidence: 66.67%
bug: apr_table_overlay in ap_internal_fast_redirect, pair: (apr_table_overlay, apr_table_set), support: 8, confidence: 66.67%
bug: apr_table_overlay in ap_http_header_filter, pair: (apr_table_overlay, apr_table_set), support: 8, confidence: 66.67%
bug: apr_table_overlay in ap_http_filter, pair: (apr_table_overlay, apr_table_set), support: 8, confidence: 66.67%
bug: apr_table_set in ap_args_to_table, pair: (apr_table_overlay, apr_table_set), support: 8, confidence: 88.89%
bug: ap_finalize_request_protocol in ap_http_header_filter, pair: (ap_finalize_request_protocol, apr_pool_create_ex), support: 9, confidence: 90.00%
bug: apr_table_copy in make_sub_request, pair: (apr_pstrmemdup, apr_table_copy), support: 5, confidence: 71.43%
bug: apr_table_copy in ap_set_sub_req_protocol, pair: (apr_pstrmemdup, apr_table_copy), support: 5, confidence: 71.43%
bug: ap_create_request_config in op_url_subr, pair: (ap_create_request_config, ap_finalize_request_protocol), support: 10, confidence: 83.33%
bug: ap_create_request_config in ap_add_cgi_vars, pair: (ap_create_request_config, ap_finalize_request_protocol), support: 10, confidence: 83.33%
bug: ap_run_create_request in ap_http_header_filter, pair: (ap_run_create_request, apr_hash_this), support: 8, confidence: 80.00%
bug: ap_run_create_request in ap_process_request, pair: (ap_run_create_request, apr_hash_this), support: 8, confidence: 80.00%
bug: strncasecmp in ap_find_token, pair: (apr_table_get, strncasecmp), support: 11, confidence: 84.62%
bug: strncasecmp in ap_find_last_token, pair: (apr_table_get, strncasecmp), support: 11, confidence: 84.62%
bug: apr_array_cat in ap_send_http_options, pair: (apr_array_cat, apr_psprintf), support: 10, confidence: 83.33%
bug: apr_array_cat in make_allow, pair: (apr_array_cat, apr_psprintf), support: 10, confidence: 83.33%
bug: apr_itoa in ap_update_vhost_from_headers, pair: (ap_finalize_request_protocol, apr_itoa), support: 10, confidence: 71.43%
bug: apr_itoa in fix_hostname, pair: (ap_finalize_request_protocol, apr_itoa), support: 10, confidence: 71.43%
bug: apr_itoa in misc_var_fn, pair: (ap_finalize_request_protocol, apr_itoa), support: 10, confidence: 71.43%
bug: apr_itoa in ap_add_common_vars, pair: (ap_finalize_request_protocol, apr_itoa), support: 10, confidence: 71.43%
bug: apr_thread_create in start_threads, pair: (apr_thread_create, apr_threadattr_stacksize_set), support: 3, confidence: 75.00%
bug: ap_log_rerror_ in core_override_type, pair: (ap_log_rerror_, strcasecmp), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in ap_if_walk_sub, pair: (ap_log_rerror_, strcasecmp), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in ap_response_code_string, pair: (ap_log_rerror_, strcasecmp), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in ap_process_request, pair: (ap_log_rerror_, strcasecmp), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in ap_if_walk, pair: (ap_log_rerror_, strcasecmp), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in ap_process_request_internal, pair: (ap_log_rerror_, strcasecmp), support: 16, confidence: 72.73%
bug: apr_table_unset in ap_sub_req_lookup_uri, pair: (apr_os_thread_current, apr_table_unset), support: 18, confidence: 78.26%
bug: apr_table_unset in make_sub_request, pair: (apr_os_thread_current, apr_table_unset), support: 18, confidence: 78.26%
bug: apr_table_unset in ap_set_sub_req_protocol, pair: (apr_os_thread_current, apr_table_unset), support: 18, confidence: 78.26%
bug: apr_table_unset in unset_define, pair: (apr_os_thread_current, apr_table_unset), support: 18, confidence: 78.26%
bug: apr_table_unset in ap_byterange_filter, pair: (apr_os_thread_current, apr_table_unset), support: 18, confidence: 78.26%
bug: apr_pollset_remove in process_timeout_queue, pair: (ap_recent_ctime_ex, apr_pollset_remove), support: 7, confidence: 77.78%
bug: apr_pollset_remove in join_workers, pair: (ap_recent_ctime_ex, apr_pollset_remove), support: 7, confidence: 77.78%
bug: ap_get_brigade in ap_process_request_after_handler, pair: (ap_get_brigade, strlen), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_send_http_trace, pair: (ap_get_brigade, strlen), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_finalize_request_protocol, pair: (ap_get_brigade, strlen), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_discard_request_body, pair: (ap_get_brigade, strlen), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_get_client_block, pair: (ap_get_brigade, strlen), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_parse_form_data, pair: (ap_get_brigade, strlen), support: 18, confidence: 75.00%
bug: apr_pollset_remove in signal_threads, pair: (apr_pollset_remove, apr_strerror), support: 8, confidence: 88.89%
bug: ap_expr_str_exec in ap_http_header_filter, pair: (ap_expr_str_exec, apr_uri_parse), support: 8, confidence: 80.00%
bug: ap_expr_str_exec in ap_process_request, pair: (ap_expr_str_exec, apr_uri_parse), support: 8, confidence: 80.00%
bug: apr_sockaddr_ip_get in core_create_conn, pair: (apr_pstrdup, apr_sockaddr_ip_get), support: 3, confidence: 75.00%
bug: apr_rfc822_date in default_handler, pair: (apr_rfc822_date, apr_table_make), support: 8, confidence: 80.00%
bug: apr_rfc822_date in ap_set_last_modified, pair: (apr_rfc822_date, apr_table_make), support: 8, confidence: 80.00%
bug: apr_date_parse_http in ap_condition_if_modified_since, pair: (apr_date_parse_http, strcmp), support: 11, confidence: 84.62%
bug: apr_date_parse_http in ap_condition_if_unmodified_since, pair: (apr_date_parse_http, strcmp), support: 11, confidence: 84.62%
bug: strncmp in ap_location_walk, pair: (apr_file_puts, strncmp), support: 21, confidence: 77.78%
bug: strncmp in extract_cookie_line, pair: (apr_file_puts, strncmp), support: 21, confidence: 77.78%
bug: strncmp in ap_sub_req_lookup_uri, pair: (apr_file_puts, strncmp), support: 21, confidence: 77.78%
bug: strncmp in core_dump_config, pair: (apr_file_puts, strncmp), support: 21, confidence: 77.78%
bug: strncmp in ap_os_is_path_absolute, pair: (apr_file_puts, strncmp), support: 21, confidence: 77.78%
bug: strncmp in basic_http_header_check, pair: (apr_file_puts, strncmp), support: 21, confidence: 77.78%
bug: apr_procattr_error_check_set in ap_open_piped_log, pair: (apr_procattr_error_check_set, getpid), support: 5, confidence: 83.33%
bug: ap_get_scoreboard_process in ap_get_sload, pair: (ap_get_scoreboard_process, getpid), support: 4, confidence: 80.00%
bug: strtol in set_limit_nproc, pair: (strlen, strtol), support: 36, confidence: 81.82%
bug: strtol in set_limit_mem, pair: (strlen, strtol), support: 36, confidence: 81.82%
bug: strtol in set_max_reversals, pair: (strlen, strtol), support: 36, confidence: 81.82%
bug: strtol in set_max_overlaps, pair: (strlen, strtol), support: 36, confidence: 81.82%
bug: strtol in set_limit_xml_req_body, pair: (strlen, strtol), support: 36, confidence: 81.82%
bug: strtol in ap_set_int_slot, pair: (strlen, strtol), support: 36, confidence: 81.82%
bug: strtol in set_limit_cpu, pair: (strlen, strtol), support: 36, confidence: 81.82%
bug: strtol in set_max_ranges, pair: (strlen, strtol), support: 36, confidence: 81.82%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_process_request_internal, ap_remove_output_filter), support: 10, confidence: 90.91%
bug: apr_rfc822_date in default_handler, pair: (apr_rfc822_date, apr_table_do), support: 8, confidence: 80.00%
bug: apr_rfc822_date in ap_set_last_modified, pair: (apr_rfc822_date, apr_table_do), support: 8, confidence: 80.00%
bug: apr_brigade_flatten in ap_get_client_block, pair: (apr_brigade_flatten, syslog), support: 6, confidence: 85.71%
bug: apr_bucket_eos_create in bail_out_on_error, pair: (apr_bucket_eos_create, strrchr), support: 14, confidence: 73.68%
bug: apr_bucket_eos_create in ap_finalize_request_protocol, pair: (apr_bucket_eos_create, strrchr), support: 14, confidence: 73.68%
bug: apr_bucket_eos_create in ap_finalize_sub_req_protocol, pair: (apr_bucket_eos_create, strrchr), support: 14, confidence: 73.68%
bug: apr_bucket_eos_create in ap_byterange_filter, pair: (apr_bucket_eos_create, strrchr), support: 14, confidence: 73.68%
bug: apr_bucket_eos_create in ap_core_input_filter, pair: (apr_bucket_eos_create, strrchr), support: 14, confidence: 73.68%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, apr_time_now), support: 10, confidence: 90.91%
bug: ap_regexec in ap_rxplus_exec, pair: (ap_regexec, apr_time_now), support: 13, confidence: 81.25%
bug: ap_regexec in ap_expr_eval, pair: (ap_regexec, apr_time_now), support: 13, confidence: 81.25%
bug: ap_regexec in ap_sub_req_lookup_uri, pair: (ap_regexec, apr_time_now), support: 13, confidence: 81.25%
bug: apr_pollset_add in process_socket, pair: (apr_pollset_add, setsockopt), support: 4, confidence: 66.67%
bug: apr_pollset_add in event_run, pair: (apr_pollset_add, setsockopt), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, apr_pstrcat), support: 10, confidence: 90.91%
bug: apr_sockaddr_equal in ap_get_useragent_host, pair: (apr_snprintf, apr_sockaddr_equal), support: 23, confidence: 85.19%
bug: apr_sockaddr_equal in ap_process_connection, pair: (apr_snprintf, apr_sockaddr_equal), support: 23, confidence: 85.19%
bug: apr_sockaddr_equal in ap_get_remote_host, pair: (apr_snprintf, apr_sockaddr_equal), support: 23, confidence: 85.19%
bug: apr_sockaddr_equal in ap_update_vhost_given_ip, pair: (apr_snprintf, apr_sockaddr_equal), support: 23, confidence: 85.19%
bug: ap_is_url in ap_http_header_filter, pair: (ap_is_url, buffer_output), support: 7, confidence: 70.00%
bug: ap_is_url in ap_process_request, pair: (ap_is_url, buffer_output), support: 7, confidence: 70.00%
bug: ap_is_url in ap_read_request, pair: (ap_is_url, buffer_output), support: 7, confidence: 70.00%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (apr_atomic_cas32, apr_thread_mutex_unlock), support: 7, confidence: 77.78%
bug: apr_atomic_cas32 in event_run, pair: (apr_atomic_cas32, apr_thread_mutex_unlock), support: 7, confidence: 77.78%
bug: apr_date_parse_http in ap_meets_conditions, pair: (ap_escape_errorlog_item, apr_date_parse_http), support: 9, confidence: 69.23%
bug: apr_date_parse_http in ap_condition_if_modified_since, pair: (ap_escape_errorlog_item, apr_date_parse_http), support: 9, confidence: 69.23%
bug: apr_date_parse_http in ap_condition_if_unmodified_since, pair: (ap_escape_errorlog_item, apr_date_parse_http), support: 9, confidence: 69.23%
bug: apr_date_parse_http in ap_condition_if_range, pair: (ap_escape_errorlog_item, apr_date_parse_http), support: 9, confidence: 69.23%
bug: apr_pool_userdata_get in ap_process_request_after_handler, pair: (apr_pool_userdata_get, strlen), support: 14, confidence: 87.50%
bug: apr_pool_userdata_get in ap_retained_data_get, pair: (apr_pool_userdata_get, strlen), support: 14, confidence: 87.50%
bug: apr_brigade_writev in form_header_field, pair: (apr_brigade_writev, apr_file_puts), support: 3, confidence: 75.00%
